title,description,category,source,url,scraped_at,price_raw,price_min,price_max,price_midpoint,supplier_name,supplier_location,supplier_city,supplier_state,moq,has_description,has_price,ai_extracted,ai_confidence,ai_product_type,ai_industry,ai_material,ai_application,ai_capacity,ai_power_source,ai_fiber_content,ai_purity,quality_score
"Metal Stainless Steel IFM Photo Electric Sensor - Ogt Series, For Industrial",,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/ifm-photo-electric-sensor-ogt-series-22560277212.html,2026-06-11T07:15:42.937481,₹ 500,500.0,500.0,500.0,"Mogappair, ChennaiWintech Engineers",,,,,False,True,True,0.9,sensor,industrial,stainless steel,industrial,,,,,0.7
AUTONICS BX700-DFR Sensor,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/autonics-bx700-dfr-sensor-2857984584962.html,2026-06-11T07:15:42.955238,"₹ 3,970",3970.0,3970.0,3970.0,"Amberhai, New DelhiMack Switchgears Private Limited",,,,,False,True,True,0.8,sensor,industrial,,,,,,,0.7
"Pepperl Fuchs Proximity Sensor, Inductive",,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/pepperl-fuchs-proximity-sensor-2855271825255.html,2026-06-11T07:15:42.970896,"₹ 1,400",1400.0,1400.0,1400.0,AhmedabadKosher Steel,,,,,False,True,True,0.8,Proximity Sensor,,Inductive,,,,,,0.7
BEN5M-MFR - Universal AC/DC Photoelectric Sensors,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/ben5m-mfr-universal-ac-dc-photoelectric-sensors-2854868802491.html,2026-06-11T07:15:42.987043,"₹ 1,850",1850.0,1850.0,1850.0,VadodaraKrutika Enterprise,,,,,False,True,True,0.7,Photoelectric Sensor,,,,,,,,0.7
UT1B/E6-1AUL,"Reference: UT1B/E6-1AUL Description: Ultrasonic sensor M30 analogic 4-20 mA+ PNP NO/NC 250-3500 mm cable 2m with teach-in button, AISI316L stainless steel housing, cULus. Click here to download catalogue PDF",industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/ut1b-e6-1aul-2855846255173.html,2026-06-11T07:15:43.007194,"₹ 18,500",18500.0,18500.0,18500.0,"Noida, Dist. Gautam Buddha NagarVoxin Tech",,,,,True,True,True,0.9,Ultrasonic Sensor,,Stainless Steel,,,,,,0.9
"Keyence Sensor E2S-W11-1 M, 2 mm, M30",,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/keyence-sensor-e2s-w11-1-m-2856616491273.html,2026-06-11T07:15:43.018780,"₹ 3,900",3900.0,3900.0,3900.0,"Airoli, Navi Mumbai, Dist. ThaneElemech Technology",,,,,False,True,True,0.6,Sensor,,,,,,,,0.7
"Black Panasonic CX-400 CX-440 Series Photoelectric Sensor, Size: 21x31x11mm",,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/panasonic-cx-400-cx-440-series-photoelectric-sensor-13178204688.html,2026-06-11T07:15:43.040514,"₹ 1,500",1500.0,1500.0,1500.0,"Rajajinagar, BengaluruFlexible Automation Systems Private Limited",,,,,False,True,True,0.5,Photoelectric Sensor,,,,,,,,0.7
Hall Effect Zero Speed Sensor,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/hall-effect-zero-speed-sensor-2853470074930.html,2026-06-11T07:15:43.060668,"₹ 4,400",4400.0,4400.0,4400.0,PuneSmartsaa Instruments (I) Private Limited,,,,,False,True,True,0.9,Sensor,Industrial,,Speed detection,,,,,0.7
photoelectric tubular M18 sensors S5N-PR-5-B01-PP,"S5N952001041S5N-PR-5-B01-PP Photoelectric Sensor Tubular M18 Red LED emission trimmer adjust Retro Reflex-polarized pnp no-nc M12 plastic housing radial opticsExtended range of standard ""one for all"" photoelectric tubular M18 sensors",industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/photoelectric-tubular-m18-sensors-s5n-pr-5-b01-pp-2859108789788.html,2026-06-11T07:15:43.066275,"₹ 4,800",4800.0,4800.0,4800.0,BengaluruTech Sensor Automation,,,,,True,True,True,0.8,Sensor,Industrial,Plastic,Object detection,,,,,0.9
"LABART Soil Npk Sensor, Model Name/Number: LNPK-1",,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/soil-npk-sensor-2849893140888.html,2026-06-11T07:15:43.082153,"₹ 6,779",6779.0,6779.0,6779.0,New DelhiXTech Lab Supplies,,,,,False,True,True,0.7,Sensor,Agricultural,,Soil analysis,,,,,0.7
Teltonika Eye Sensor,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/teltonika-eye-sensor-2855818392733.html,2026-06-11T07:15:43.102446,"₹ 1,850",1850.0,1850.0,1850.0,IndoreAlpha Tech Services,,,,,False,True,True,0.6,Sensor,Industrial,,Monitoring,,,,,0.7
Intellinet Object Counting System Digital Sensor,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/object-counting-system-digital-sensor-2849033455630.html,2026-06-11T07:15:43.113586,"₹ 3,500",3500.0,3500.0,3500.0,"Dapodi, Pimpri Chinchwad, Dist. PuneIntellinet Of Things",,,,,False,True,True,0.5,Sensor,Industrial,,Counting,,,,,0.7
"Delta Sensor ES/EH/HS/HH, For Industrial",,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/delta-sensor-es-eh-hs-hh-22450871630.html,2026-06-11T07:15:43.129272,"₹ 5,000",5000.0,5000.0,5000.0,"Vijayawada, Dist. KrishnaInfinity Automation Solutions",,,,,False,True,True,0.8,Sensor,Industrial,,,,,,,0.7
Dairy Equipments Milk Analyzer Sensor,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/milk-analyzer-sensor-23403948562.html,2026-06-11T07:15:43.145278,"₹ 3,000",3000.0,3000.0,3000.0,"Mansarovar, JaipurTanvi Instruments Private Limited",,,,,False,True,True,0.7,Analyzer Sensor,Dairy,,,,,,,0.7
Lactoscan Sensor,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/lactoscan-sensor-20158511712.html,2026-06-11T07:15:43.163865,"₹ 2,000",2000.0,2000.0,2000.0,BulandshahrKanha Milk Testing Equipments Private Limited,,,,,False,True,True,0.6,Sensor,,,,,,,,0.7
"Class A Platinum Temperature Sensor, 10, RTD",,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/temperature-sensor-2854910402891.html,2026-06-11T07:15:43.177136,"₹ 2,500",2500.0,2500.0,2500.0,"Vastral, AhmedabadMegitech Automation",,,,,False,True,True,0.9,Temperature Sensor,,Platinum,,,,,,0.7
Engraving Machine Limit Switch,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/engraving-machine-limit-switch-2859245539373.html,2026-06-11T07:15:43.194442,"₹ 1,500",1500.0,1500.0,1500.0,"Pahar Ganj, New DelhiRishabh Technosolutions",,,,,False,True,True,0.5,Limit Switch,,,Engraving Machine,,,,,0.7
"SEES EMG Muscle Sensor Module V3.0 with Cable And Electrodes, For Industrial, Medium",,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/emg-muscle-sensor-module-v3-0-with-cable-and-electrodes-22212038112.html,2026-06-11T07:15:43.210280,"₹ 1,999",1999.0,1999.0,1999.0,"Peelamedu, CoimbatoreSri Electronics & Embedded Solutions",,,,,False,True,True,0.8,Sensor Module,Industrial,,EMG Muscle Sensor,,,,,0.7
JIM2061322/W4424 SENSOR,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/jim2061322-w4424-sensor-2855094073348.html,2026-06-11T07:15:43.225402,"₹ 5,000",5000.0,5000.0,5000.0,KolkataJaggi Earthmovers,,,,,False,True,True,0.6,Sensor,,,,,,,,0.7
Motion BHM-S-RSS Road State Sensor,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/bhm-s-rss-road-state-sensor-2857664210573.html,2026-06-11T07:15:43.235353,"₹ 1,81,000",181000.0,181000.0,181000.0,"Roorkee, Dist. HaridwarBalaji Hydromet",,,,,False,True,True,0.7,Sensor,,,Road State Sensor,,,,,0.7
SP136931 SENSOR,,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/sp136931-sensor-2859034927562.html,2026-06-11T07:15:43.252015,"₹ 2,400",2400.0,2400.0,2400.0,"Yogayog Bhawan, KolkataJ.L.B.Engineers",,,,,False,True,True,0.5,Sensor,,,,,,,,0.7
"SPECTRA Flex Sensor Bend Sensor for Hand Gesture Recognition 2.2"", 5VDC",,industrial sensor,dir.indiamart,https://www.indiamart.com/proddetail/flex-sensor-bend-sensor-for-hand-gesture-recognition-2-2-23918464062.html,2026-06-11T07:15:43.271120,₹ 195,195.0,195.0,195.0,"Chandni Chowk, New DelhiUnique India Sales",,,,,False,True,True,0.9,Bend Sensor,,,Hand Gesture Recognition,,,,,0.7
New Holland 4710 Excel Tractor,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/new-holland-4710-excel-tractor-2852164307273.html,2026-06-11T07:16:03.408246,"₹ 10,50,000",1050000.0,1050000.0,1050000.0,MumbaiSabin Enterprises,,,,,False,True,True,0.6,tractor,agriculture,,,,,,,0.7
"Solis 2216 Tractor, 21-30 HP, 4WD",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/solis-2216-tractor-2851953306388.html,2026-06-11T07:16:03.423946,"₹ 5,30,000",530000.0,530000.0,530000.0,AmreliHarikrushna Marketing,,,,,False,True,True,0.5,tractor,agriculture,,,,,,,0.7
Tractor 21 HP,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/tractor-21-hp-2856319900548.html,2026-06-11T07:16:03.439767,"₹ 4,00,000",400000.0,400000.0,400000.0,"Ganeshnagar, Gandhidham, Dist. KutchS V Machinery India",,,,,False,True,True,0.8,Tractor,,,,,,,,0.7
Deutz Fahr Tractor Agrolux 60 4WD,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/deutz-fahr-tractor-agrolux-60-4wd-2851729102112.html,2026-06-11T07:16:03.459016,"₹ 9,83,000",983000.0,983000.0,983000.0,RajkotMars World Exim,,,,,False,True,True,0.7,Tractor,,,,,,,,0.7
J D Tractor,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/j-d-tractor-2858075285597.html,2026-06-11T07:16:03.473078,"₹ 8,25,000",825000.0,825000.0,825000.0,"Thaltej, AhmedabadAlfa Nexus Group",,,,,False,True,True,0.6,Tractor,,,,,,,,0.7
3600-2 TX All Rounder Plus+ 2WD,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/3600-2-tx-all-rounder-plus-2wd-2856762406233.html,2026-06-11T07:16:03.487039,"₹ 1,00,000",100000.0,100000.0,100000.0,KarnalFarmburg Agro,,,,,False,True,True,0.9,Tractor,,,,,,,,0.7
"Solis Yanmar Tractor, 24 to 55 HP, 4WD",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/solis-yanmar-tractor-2850944512073.html,2026-06-11T07:16:03.502819,"₹ 5,00,000",500000.0,500000.0,500000.0,RajkotImperial World Trade Private Limited,,,,,False,True,True,0.5,Tractor,,,,,,,,0.7
"VST Shakti 5025 R Branson Tractor, 4 Cylinder",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/vst-shakti-5025-r-branson-tractor-23561986012.html,2026-06-11T07:16:03.518456,"₹ 6,00,000",600000.0,600000.0,600000.0,"Manjari Bk, PuneVenkaa Interactive Private Limited",,,,,False,True,True,0.8,tractor,,,agricultural,,,,,0.7
Farm Tractors For Sale,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/farm-tractors-for-sale-2858830909233.html,2026-06-11T07:16:03.534499,"₹ 26,38,000",2638000.0,2638000.0,2638000.0,"Hubballi, Dist. DharwadUrban Hive",,,,,False,True,True,0.6,tractor,,,agricultural,,,,,0.7
Agricultural Tractor  with Air Compressor attachments,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/agricultural-tractor-with-air-compressor-attachments-2856582463073.html,2026-06-11T07:16:03.550481,"₹ 10,50,000",1050000.0,1050000.0,1050000.0,"Kunnathur, Dist. TiruppurSri Balaji Workshop Private Limited",,,,,False,True,True,0.7,tractor,,,agricultural,,,,,0.7
Autonomous Tractor for Agriculture & Farming - Labh Group,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/autonomous-tractor-for-agriculture-farming-labh-group-2857735952262.html,2026-06-11T07:16:03.550481,"₹ 15,00,000",1500000.0,1500000.0,1500000.0,"Bodakdev, AhmedabadLabh Projects Private Limited ( Labh Group of Companies )",,,,,False,True,True,0.9,tractor,,,agricultural,,,,,0.7
Mahindra 575 DI XP PLUS Tractor,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/mahindra-575-di-xp-plus-tractor-2859163605930.html,2026-06-11T07:16:03.566140,"₹ 6,80,000",680000.0,680000.0,680000.0,PuneAutoally Services LLP,,,,,False,True,True,0.5,tractor,,,agricultural,,,,,0.7
Agricultural Tractor,We export agricultural Tractors as per the buyer requirements..,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/agricultural-tractor-2856239794755.html,2026-06-11T07:16:03.581947,"₹ 4,90,000",490000.0,490000.0,490000.0,ThrissurXanotec,,,,,True,True,True,0.8,Agricultural Tractor,,,,,,,,0.9
"Escorts Powertrac 439 Plus Tractor, 41 HP, 2WD",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/escorts-powertrac-439-plus-tractor-41-hp-2wd-2848949088833.html,2026-06-11T07:16:03.597655,Contact Supplier,,,,FaridabadRameshwar Equipment Private Limited,,,,,False,False,True,0.9,Tractor,,,,,,,,0.7
"Massey Ferguson 2635 75 HP 4WD Tractor, Cubic Capacity: 3600 Cc",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/massey-ferguson-2635-75-hp-4wd-tractor-20035336797.html,2026-06-11T07:16:03.597655,Contact Supplier,,,,"Nungambakkam, ChennaiTractors And Farm Equipment Limited",,,,,False,False,True,0.9,Tractor,,,,,,,,0.7
John Deere 5405 4wd,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/john-deere-5405-4wd-2857836962862.html,2026-06-11T07:16:03.613741,Contact Supplier,,,,MumbaiYantralive Parts Technology Private Limited,,,,,False,False,True,0.8,Tractor,,,,,,,,0.7
"John Deere 5210 Gear Pro Tractor, 4WD,50HP",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/john-deere-5210-gear-pro-tractor-24300386333.html,2026-06-11T07:16:03.629672,"₹ 11,03,000",1103000.0,1103000.0,1103000.0,RanchiHi - Tech Tractors,,,,,False,True,True,0.9,Tractor,,,,,,,,0.7
John Deere 5045D PowerPro Tractor,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/john-deere-5045d-powerpro-tractor-27144987530.html,2026-06-11T07:16:03.645580,"₹ 6,60,000",660000.0,660000.0,660000.0,BhandaraAditya Agencies,,,,,False,True,True,0.8,Tractor,,,,,,,,0.7
"4 Cylinder Kubota MU5502 4WD Tractor, 27 HP",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/kubota-mu5502-4wd-tractor-2849482450462.html,2026-06-11T07:16:03.661716,"₹ 13,20,000",1320000.0,1320000.0,1320000.0,RaipurSunshine Motors,,,,,False,True,True,0.7,Tractor,,,,,,,,0.7
"Mahindra 275 Tractor, 39 HP",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/mahindra-275-tractor-23496649697.html,2026-06-11T07:16:03.678669,"₹ 7,00,000",700000.0,700000.0,700000.0,"Nawalgarh, Dist. JhunjhunuKisan Tractors",,,,,False,True,True,0.8,Tractor,,,,,,,,0.7
"Mahindra Yuvo TECH PLUS 475 4WD, 44 HP",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/mahindra-yuvo-tech-plus-475-4wd-2852491052997.html,2026-06-11T07:16:03.678669,"₹ 8,40,000",840000.0,840000.0,840000.0,RaipurArun Agriculture,,,,,False,True,True,0.8,Tractor,,,,,,,,0.7
14hp Mini Tractor,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/14hp-mini-tractor-2855814992248.html,2026-06-11T07:16:03.693338,"₹ 1,85,000",185000.0,185000.0,185000.0,"Nagarbhavi, BengaluruPrakruthi Agro Impex",,,,,False,True,True,0.6,Tractor,,,,,,,,0.7
"27HP VST Shakti Mt 270 Mini Tractor, 4WD",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/27hp-vst-shakti-mt-270-mini-tractor-2850496056973.html,2026-06-11T07:16:03.709453,"₹ 5,45,000",545000.0,545000.0,545000.0,"Tindivanam, Dist. VillupuramAkshara Agri Tech",,,,,False,True,True,1.0,Tractor,,,Agricultural,,,,,0.7
Swaraj 724 XM 4WD Orchard NT Tractor,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/swaraj-724-xm-4wd-orchard-nt-tractor-2857133373133.html,2026-06-11T07:16:03.725287,"₹ 5,30,000",530000.0,530000.0,530000.0,"Naraingarh, Dist. AmbalaSaluja Traders",,,,,False,True,True,1.0,Tractor,,,Agricultural,,,,,0.7
"Mahindra 265 DI XP Plus Tractor, 33 HP",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/33-hp-mahindra-265-di-xp-plus-tractor-2852692344548.html,2026-06-11T07:16:03.738856,"₹ 4,80,000",480000.0,480000.0,480000.0,"Kanpur, Dist. Kanpur NagarM T Sales",,,,,False,True,True,1.0,Tractor,,,Agricultural,,,,,0.7
"John Deere 5075E Power Tech Tractor, 57 HP",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/john-deere-5075e-power-tech-tractor-2857280699333.html,2026-06-11T07:16:03.752938,"₹ 14,50,000",1450000.0,1450000.0,1450000.0,PuneStark Tractors,,,,,False,True,True,1.0,Tractor,,,Agricultural,,,,,0.7
John Deere 5042 D Tractor,,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/john-deere-5042-d-tractor-25604493048.html,2026-06-11T07:16:03.766754,"₹ 8,08,000",808000.0,808000.0,808000.0,"Hazaribagh, Dist. HazaribagJai Kisan Traders",,,,,False,True,True,1.0,Tractor,,,Agricultural,,,,,0.7
"Swaraj Code Mini Tractor, 8.28kw (11.1HP)",,agricultural tractor,dir.indiamart,https://www.indiamart.com/proddetail/swaraj-code-mini-tractor-2854417660848.html,2026-06-11T07:16:03.776556,"₹ 2,96,000",296000.0,296000.0,296000.0,"Trilanga, BhopalSamarth Services",,,,,False,True,True,1.0,Tractor,,,,,,,,0.7
